Temperature (°C),Dissolved Oxygen (mg/L),PH,Hardness (ppm),Humidity (%),Density (fish/L),Nitrogen Load (mg/L),ECI,Comfort Category,Substrate_gravel,Substrate_sand,Noise Level_low,Noise Level_medium,Light-Dark Cycle_12/12,Light-Dark Cycle_14/10,Water Flow_low,Water Flow_medium,Thermal-Oxygen Stress
30.372517863899265,5.292922926592656,8.099851019088332,57.718760571344504,49.03098703906118,2.4616110805601616,20.397255762327973,15,Low,False,False,False,True,False,True,True,False,2.3846300612198803
27.920478830632675,5.347892314723855,7.801680067959185,56.92405317198977,35.671796081792586,7.252796965399178,42.92584315754434,15,Low,False,False,False,False,True,False,False,True,0.6002513195895663
26.888710943611933,6.333383504768026,7.084412532383238,79.04675272953264,59.8585072915463,4.103539728808346,23.28444962780394,80,High,False,False,False,True,True,False,True,False,0.0
28.43278326744655,5.312331290279372,7.193658362267503,148.02705502466875,62.21687443891961,4.2849496622641245,29.246948331071817,65,Medium,False,True,True,False,False,False,False,False,0.9852802208342745
28.05146426537025,5.706184812790142,7.2687893274795,110.64485158486768,65.46318823552379,5.509416628284972,35.65038157467604,50,Medium,False,False,False,True,True,False,False,True,0.30893616997423545
28.442021265692816,7.925972454136825,6.709141360393734,142.3960998681531,36.40101007114819,5.206864517540214,31.502883512928303,55,Medium,True,False,True,False,False,True,True,False,0.0
25.8240802413537,7.01303782617388,7.864483103956996,145.70656337002862,43.173528259830135,4.004080793291202,49.70638091669,70,High,True,False,True,False,False,True,False,True,0.0
26.46480129134928,6.494607841953529,6.861984817190878,76.26211392095843,36.74099226834381,4.759459792556653,33.77587321854721,85,High,False,False,False,True,False,False,False,False,0.0
27.36339789645959,6.508850447531075,7.4603730011955784,72.40384369258406,42.62561884225308,3.7043046460364923,47.13583832381284,100,High,True,False,False,True,False,True,False,False,0.0
26.56637538519997,5.5790891575075845,8.22868992221993,154.78509374792586,62.438356879679745,3.841240582981469,49.55140154027901,20,Low,False,True,False,False,False,False,True,False,0.18251730194093033
27.345120719708657,5.744814524549032,6.859390918389947,69.40220409372296,56.723640099468746,3.235409672327684,38.938665283251964,65,Medium,False,False,False,True,True,False,True,False,0.08806979494683397
25.543963285336023,8.218571065347831,7.031510578569675,143.95046002799134,50.87287927982906,6.133095680175503,53.331296407146844,20,Low,False,False,False,False,False,False,True,False,0.0
24.235417701459905,7.3254606016323525,6.942905519443956,41.57019063175742,62.691529344512126,6.901492174935419,52.392205727860414,0,Low,False,False,False,False,True,False,True,False,0.0
25.98549997231419,5.502743058761668,6.506666701795288,65.14191038929236,46.445441908340456,6.784151666117376,36.28205047616029,30,Low,True,False,False,True,False,False,True,False,0.5044671806532485
28.869082882061438,7.386521603191247,7.766627645242975,56.376971717543505,52.89990684176372,2.0210393128785387,13.052029196137369,55,Medium,False,False,False,True,False,True,True,False,0.0
29.57495875671906,5.005014576348403,7.984340127885568,140.6972125267572,48.853257218210864,6.4070180743025515,26.07632565271647,15,Low,False,True,True,False,True,False,False,False,2.562046429439503
25.800160269178527,7.272877272708926,7.6640853762445404,42.06940648587645,31.77826600216679,5.817014049582574,48.19233689198402,55,Medium,False,True,True,False,False,True,False,True,0.0
26.95639424423502,6.205135935844306,7.1985635230065945,118.3782722947768,54.30173046673271,4.7438026114726295,58.360569488364455,70,High,False,True,False,False,False,True,False,False,0.0
24.40192325654307,7.046927180964252,7.0227104789872365,135.94386159560483,40.8435282233049,3.6112864947441587,25.577359704562262,55,Medium,False,False,False,False,False,True,False,False,0.0
27.976929798311104,7.4699442779990815,7.177580869432582,131.48724782878628,48.90371462066054,4.692451315078515,33.32990425281405,95,High,True,False,True,False,False,False,False,True,0.0
27.80817373905566,7.338281139705715,7.140410386817653,129.22445241117626,65.33093429735906,5.176812144136276,10.369659049546446,75,High,True,False,False,True,False,True,True,False,0.0
28.66508741642772,7.7854211523078565,5.934331738615271,41.87680799415935,58.0218051495823,6.6111391317605515,46.0289423962379,15,Low,False,True,False,False,False,True,True,False,0.0
27.649496174915857,8.348471187213057,7.5518379201655845,159.39340960346848,44.80737710366265,4.234707447078506,38.47089150619645,80,High,False,True,True,False,False,True,False,True,0.0
25.630985048536164,5.216327592377898,7.374327261659479,107.44001523767888,39.792934512993504,4.473168954309396,65.59635082509328,20,Low,False,True,False,False,False,False,False,False,1.0728592430843198
26.14599619027196,7.617488570311836,7.551053921545805,52.799390212717455,47.55144676286384,2.901990498192947,32.44821301670477,75,High,True,False,False,True,False,False,False,False,0.0
25.977208281793988,5.979960705980128,7.694822862670552,96.36301718428992,54.41059770806476,3.9966462455491243,53.22511132003897,30,Low,False,False,False,False,False,True,False,True,0.02049602396222049
27.752468289856,7.353623132417362,7.454906009905564,124.02126936533904,59.24325867238839,4.693982405775801,41.392132842419464,85,High,False,False,True,False,False,True,True,False,0.0
27.227315761806302,8.185161382515947,6.377145855379457,115.45510107173021,40.786793839617914,3.770226505798926,19.00893695575647,75,High,True,False,True,False,True,False,False,True,0.0
27.286661248308505,5.716100041466967,6.274687330547576,102.9372995536382,41.97392712431437,6.471432675916037,38.72965856822173,30,Low,True,False,True,False,False,False,True,False,0.0813831165078121
26.78893346046038,7.470110125338001,6.711419748115063,120.71296836572213,48.444742157776325,3.79059242185331,27.09443849794051,90,High,True,False,True,False,False,True,False,True,0.0
26.870948981678012,5.183827820391102,6.8842222105353965,64.86146895297753,40.27823100532269,4.671869227749035,64.4292635697809,25,Low,True,False,False,False,False,False,True,False,0.10532785090460478
28.03603962763812,7.59251441826957,7.903948904087803,150.50687613132263,38.59098792545618,5.581583147663961,12.208646525243381,25,Low,False,False,False,True,False,False,True,False,0.0
27.894285610380994,7.011665127352287,7.303735842505219,92.77259454581215,39.003318859565,2.203785351023442,26.810224311097137,65,Medium,False,False,True,False,False,False,True,False,0.0
26.981506355249394,6.870375484266022,7.006557010136493,94.5702538005407,38.43894047476616,2.8535752930948766,51.44126744986702,40,Medium,True,False,False,False,True,False,True,False,0.0
28.087625751707233,6.623761053018447,7.512091721574224,80.6571883430072,66.66681810182266,6.0086685321541715,56.46340021815092,20,Low,True,False,False,False,True,False,False,True,0.0
28.05748436281941,5.651239061497809,6.711499066050856,60.51289822668245,59.32327426644906,6.503445756063998,39.28829069392416,35,Low,False,False,True,False,False,False,False,False,0.36880923882828853
27.769337390598952,7.58559534649627,7.89342033315566,94.19909546347922,36.639833020589975,5.886816781157467,47.22682044110848,60,Medium,True,False,False,True,True,False,False,False,0.0
28.106602189376513,5.499837356285167,6.805202801793537,144.2304353365917,55.16523747762444,4.649062292212845,11.209133079483117,60,Medium,True,False,False,True,False,False,True,False,0.5534810765791791
28.200817949660607,4.798318546148728,7.878753765626392,69.66840667003007,46.767019271103464,3.7908977995139317,24.655573476319958,35,Low,False,False,True,False,False,True,False,False,1.4430006595588614
30.00196977041423,6.569277615442793,6.728518598190812,58.39197788805334,53.69798426873386,5.407222831179914,25.418018319932525,35,Low,False,True,False,False,False,False,False,False,0.0
29.139252848065535,5.439767870006402,7.26142884637706,128.9409337364022,50.113117889779474,6.505376660983449,68.61927344538644,0,Low,False,False,True,False,True,False,False,True,1.198478179666626
29.56235789198733,6.010493769329598,5.980819051820804,113.35966798639738,42.037899541918044,3.7222688271602564,19.615613506332945,35,Low,True,False,False,False,False,False,False,True,0.0
25.391310873283192,7.42136969745532,6.895746661047308,98.16617754470948,55.61928785916,3.5816582829806647,57.08511022037962,70,High,True,False,False,True,True,False,False,True,0.0
27.885415434448536,6.245826729135002,8.004725391185262,92.26043493372644,48.91523686821996,5.941238574592702,48.59844036764597,35,Low,False,False,False,False,False,False,True,False,0.0
27.052152446659022,5.729306577382685,7.886696744009086,163.298250060863,43.56506582194666,5.477478006438817,9.36453698635979,30,Low,False,True,False,False,False,True,False,False,0.014117324283997671
27.773319118735447,5.930384919305798,7.295731024142571,124.01857588659945,49.57069499919287,5.397776305866579,64.73376707809666,25,Low,True,False,False,False,False,False,False,False,0.05383467285313748
26.749721460499153,7.7735137562841725,7.720733272371851,57.36190773643828,49.29121417818521,3.604410730277107,36.730047487493415,75,High,True,False,False,True,True,False,True,False,0.0
24.503108709315505,4.927566113343107,6.395316636836578,154.05723863960864,63.16667790844201,5.505261613430893,38.07307492462316,0,Low,True,False,False,True,True,False,True,False,2.677750831428519
27.273687194780067,6.8026838687670645,6.498491630800822,153.0667051659805,61.32438700825545,6.64027920161977,35.351268115573184,40,Medium,False,False,False,True,False,True,False,False,0.0
27.09029097838709,5.620726022725536,6.298753883636253,71.2980929422919,64.8145313954978,3.9642761391688657,35.93873028306802,40,Medium,True,False,False,False,True,False,False,True,0.034245018484875
28.868887721699988,6.458915654479655,6.726005078287204,88.97584012008143,58.40885581834351,4.984571473695193,23.124683423735355,80,High,True,False,True,False,False,True,False,False,0.0
25.752045815602532,7.989398454380569,6.575048556217817,96.5649665899709,49.9587188164686,6.63775520255846,61.50921649982891,20,Low,False,False,False,True,True,False,False,False,0.0
27.238990564669912,5.381172722523492,7.022706186902472,165.5763642574197,56.983875129763774,6.453287507601518,35.18554919040178,50,Medium,True,False,False,True,True,False,False,True,0.14789388047725496
27.837041727569986,5.901331794017697,7.395807597333083,152.47101652841798,40.53709290285865,5.322326773158987,54.326724478062616,45,Medium,False,True,False,True,False,False,False,False,0.08258940559165827
26.77776457052335,6.802328783406802,7.033762596266189,116.74550202765221,59.13223395590951,3.3817424781827103,59.96046765986597,80,High,False,False,True,False,False,True,False,True,0.0
26.738418663266373,6.800078348725231,6.854162652450064,44.30025405953981,34.40128978486508,3.297824300654484,23.58464154554719,65,Medium,False,True,False,False,True,False,False,False,0.0
26.864021280014263,5.5974800919770695,6.967642030803412,113.3963406017124,63.70546219648122,3.3362939571068577,35.75229794428628,65,Medium,False,True,False,True,True,False,True,False,0.05473414186173448
26.024527408978702,7.478897078030074,6.806398303707633,54.52298002034225,46.9796253289125,6.243389457327681,28.341004445541724,75,High,False,True,True,False,False,False,False,False,0.0
25.61648211753798,5.421498826786142,7.1831152329296994,99.36179094590968,44.86528085320811,6.4308675044854295,18.35511027589218,35,Low,False,True,False,False,False,False,False,True,0.8003667181666302
27.27038238793998,6.67205137427857,6.647836299084176,44.45863802334953,46.69349647588871,4.2627411645689595,18.0655733907806,50,Medium,False,False,False,False,False,True,True,False,0.0
27.762593922626166,5.151712721410904,6.963070512687332,147.57394681590793,36.91362480215956,4.964889531502316,56.59316332674633,65,Medium,False,True,True,False,False,True,False,False,0.6468987232931342
26.910794761474644,6.331657867663993,6.586791069924548,66.14895747129304,42.49905478386522,2.523369281091801,44.51492845268817,80,High,True,False,False,True,False,True,False,False,0.0
25.429313423569095,6.000768029287831,7.285847236388377,94.52161464300163,54.540678830327046,5.137767507621121,43.578339038795114,60,Medium,False,True,False,False,True,False,False,False,0.0
28.157769020245816,6.231300623148706,6.977918354347345,111.97738495526383,49.97102320129769,6.697361561374832,30.290874067434874,65,Medium,True,False,True,False,False,False,False,False,0.0
26.437895254172336,5.307476248729614,7.974812819585526,64.62719368710164,54.0234576005921,4.408190406471628,14.297838843400246,55,Medium,False,False,False,True,False,False,False,False,0.38927088718746083
29.883987640381665,5.1526536324846886,6.472053308696526,109.41836648289897,51.19200168338734,6.675290653509417,64.34926536040939,0,Low,False,False,False,False,True,False,False,False,2.4437364510364583
26.411399744639297,7.534102251141163,6.877147956904358,151.32155293263455,58.557031561895826,5.599185322712113,69.89793423454695,35,Low,True,False,False,False,False,True,False,False,0.0
26.545162249954657,6.940246588487483,7.038729348732437,124.54579401458317,40.6446495438866,2.0204555519136154,26.461915808520008,75,High,True,False,True,False,True,False,True,False,0.0
28.009350588654314,6.823823054212628,6.640889247382265,55.845234037597116,63.32806730353161,4.731753157494519,24.748638243077043,70,High,True,False,False,True,True,False,False,True,0.0
28.343937952840065,6.09972742485734,6.472500791231611,56.743292928470126,57.303952340375346,5.3208770486182795,34.90180437430549,55,Medium,False,False,False,True,False,True,False,True,0.0
29.94246338349939,5.454242332306447,6.378704358463534,40.78474793200669,48.957466993401596,3.667293521470635,69.06091595586608,0,Low,False,False,False,True,False,True,False,False,1.6058719534523078
27.69784803741819,7.7195236293068055,5.915693660377194,137.48402867103624,44.38568776427821,5.2439339462394905,10.262505634926974,65,Medium,True,False,True,False,False,False,False,False,0.0
26.244753000983895,6.534496107986083,7.194116235980758,77.28993651301892,39.998122172941876,3.362305145397493,13.963273141489436,65,Medium,False,True,False,False,True,False,True,False,0.0
26.974060514255882,4.986956476799276,7.6956836129952135,155.30330738351336,61.57086091753013,6.269523973934167,71.81706277919838,0,Low,False,True,False,True,True,False,False,True,0.026277828028236232
27.26052840618309,7.45625988384823,7.0126641729435315,166.21560041777371,65.8368851566308,6.916099488498588,61.78825506398341,10,Low,False,False,False,False,False,False,False,False,0.0
28.778153092178336,7.601104419303025,6.826223456386799,42.94156089238407,56.78278661418229,3.5204697987751703,26.535209035333857,75,High,True,False,False,True,False,False,False,True,0.0
27.446619893629794,6.959970443299595,7.3659429898401845,52.043916972686866,53.65644909673956,4.73505298811174,47.9745650274332,95,High,False,True,False,True,False,False,False,True,0.0
24.96986832995524,8.181552134219446,7.997572623646062,87.26494625000628,58.69745989109546,2.166124181570116,16.197852264773996,40,Medium,False,False,True,False,False,True,False,False,0.0
28.432068385509552,6.324196360110505,6.508804522978853,53.67402474800553,39.78207399009854,5.946616189377123,62.11873170467355,10,Low,False,False,False,False,True,False,False,False,0.0
27.050874042132364,4.777055077443153,6.896493302238153,103.35345930196496,68.7352252572697,4.147890618069432,28.188996680633363,50,Medium,False,False,True,False,False,True,True,False,0.06221615151571727
25.155246330817977,5.320556236738121,6.571318253302686,75.28026566607917,57.609895380853615,4.329975086863033,21.7893156434195,50,Medium,False,False,True,False,False,True,True,False,1.253406375280192
28.100143691834283,5.708470394630529,7.958462411074874,159.43827702304714,64.61760292064584,5.834289671174056,56.93497648441776,10,Low,False,True,False,True,False,False,False,True,0.32072445633016117
26.037423970471906,6.874210922578192,6.9696441369068065,134.0456838731388,38.11294478486029,5.486374183792224,29.80003222131691,80,High,False,False,True,False,False,True,False,False,0.0
25.223708682826555,7.705939643128818,7.184179172484173,86.00839507858993,56.50425768655349,4.903135744624431,35.10226091608666,70,High,False,False,True,False,False,False,True,False,0.0
28.31267567274637,6.537097095467675,6.208997037064619,93.43978935233153,40.92360476492607,6.978946843710064,35.768062780131565,30,Low,False,False,True,False,True,False,True,False,0.0
29.216077273493646,7.681318961427179,7.398452721914347,91.80436157758079,42.83510605815066,4.800309193375918,17.646600615452094,70,High,True,False,True,False,True,False,False,True,0.0
25.703852165822724,6.446308734188903,7.083778905546879,47.02821618528916,54.716516306322724,6.338227447386136,21.95675508028806,40,Medium,False,True,False,False,True,False,False,True,0.0
29.23529836559995,5.730005839924519,6.5842554605962125,46.57446557706647,55.500000212349335,4.325613827978462,46.22048301772802,25,Low,False,False,True,False,False,True,True,False,0.6035175047382545
23.582980134901575,7.607106852768154,6.5602596719837685,108.58615507287863,60.68896017904873,4.789620787763061,54.260008979710406,45,Medium,False,True,False,True,False,True,False,False,0.0
27.19396591352868,6.981920487393514,7.571297010196632,85.39194528317958,61.81879494977705,7.041048348436064,64.34515900280279,25,Low,False,False,True,False,False,False,False,False,0.0
27.600207947678935,6.882863900026683,7.558364013730918,47.521453653863965,48.78129546031306,7.0527729548851665,13.162810233596206,40,Medium,False,False,False,False,False,True,False,False,0.0
28.400337839758365,6.865039533831662,7.58241922217388,110.62593150635087,53.9895826480817,6.015525873904373,58.07129500973992,40,Medium,False,False,True,False,False,True,False,True,0.0
24.971784571927536,6.003996027791522,7.33091490771218,60.96409688723874,44.40972791202562,3.8355854701661207,50.72233426673397,45,Medium,False,True,False,True,False,False,True,False,0.0
25.12181119495232,7.023877284509056,7.577202383310423,112.77478585388967,58.878626225491054,3.8642707552509075,50.882293402564365,65,Medium,False,True,True,False,False,True,False,True,0.0
25.01040138170183,7.4271680913468785,7.124232287710573,77.59928047891452,40.381499250510814,3.7086012753153224,12.549080204272936,85,High,True,False,True,False,False,False,False,False,0.0
25.471115959773954,6.602078082251986,7.057578741057358,111.61404107370849,53.312013117986716,2.1577032218940633,64.15450507492999,45,Medium,True,False,False,True,False,False,False,True,0.0
27.710756779874448,7.389550223216989,7.512605374130232,135.8673108285427,41.0415507696474,5.358609277715593,63.10993871410946,35,Low,False,True,True,False,True,False,True,False,0.0
24.177925327585616,5.617407888935933,6.419371216406836,75.24883307957894,55.87667889052833,3.4662821051434514,46.85980524110753,35,Low,False,True,False,True,False,False,False,False,1.079703506499455
25.86745208992012,5.749661516172712,6.798334672211605,141.2997202176707,57.16508912862897,3.9331643149464357,46.96549478583342,55,Medium,False,False,True,False,True,False,False,True,0.2835203266711603
25.8029804053436,5.366604758110984,7.50487521810764,127.94342154113384,39.57204510694663,6.604430135868512,44.8742904868264,20,Low,False,True,False,False,False,False,False,False,0.7581865157032818
29.22830299723335,6.862269212160959,6.595758623170713,146.1054748798336,56.29959952205499,5.66522087501156,16.337600808487764,50,Medium,False,True,True,False,True,False,False,False,0.0
27.326241266728225,6.222784706075561,7.257553673086055,64.75845985949123,45.010946539047936,4.570722716982203,51.7156348940636,70,High,True,False,False,True,True,False,True,False,0.0
26.532098082831173,7.496034542030015,8.479105222529983,114.37231078184608,36.26258144890048,2.1543026080518857,48.68772110358533,50,Medium,True,False,False,False,False,True,False,True,0.0
28.724782571472886,7.179777834963245,7.352796275563104,41.7483120270437,40.82412981301416,2.4018442838654868,21.216409761198683,50,Medium,False,False,False,False,False,True,False,True,0.0
27.23632495772623,6.6913169066178835,7.062241868844974,37.54172304435438,52.93847077668193,3.8451184820023436,59.46751848127397,50,Medium,False,True,False,False,False,True,True,False,0.0
25.35633533194041,6.381178488905406,6.459493833835198,159.5107017552879,51.23924609946318,2.2117553291068885,38.190702517006464,40,Medium,False,False,True,False,False,False,False,True,0.0
26.820671231616846,7.7931887035544785,7.480468650806561,172.10343348075455,59.15728952333945,4.8292044793081725,40.14054924486397,90,High,False,True,False,True,False,True,False,True,0.0
24.64007154423945,5.066825748714966,7.89481888983269,55.71828380290343,36.422812213435826,6.830165340331395,58.11597457172143,0,Low,False,True,True,False,False,False,True,False,2.202224469790597
26.82086799926622,6.2774330285107665,7.636144085515767,97.37545049291644,49.146343385955696,4.487908139275221,52.31018921545286,60,Medium,False,True,False,True,False,False,True,False,0.0
27.087386532973426,7.975547041468026,6.549817289564581,135.26500573842856,41.06826408687236,6.921107554325784,43.04679606091487,55,Medium,False,True,True,False,False,False,True,False,0.0
26.240843182807833,7.094213714925316,7.343317160290751,80.6214084438874,47.91608610671436,6.36406527883287,36.401919741094154,70,High,False,False,True,False,True,False,False,True,0.0
24.35529204987105,6.840846353708009,7.9648553843775955,43.1862228505859,40.264436856875406,3.7446370112243557,14.527653854451861,40,Medium,True,False,True,False,False,False,False,False,0.0
26.695344017788862,7.50606724731627,7.943195279757897,117.91451537051724,53.18783291593638,6.9402354874877945,18.951036432732135,40,Medium,True,False,False,False,True,False,False,False,0.0
27.61771736893781,8.206105520929237,7.136701323722187,137.29191419412703,43.496847155426615,6.899284449061021,63.00227323303358,45,Medium,False,True,True,False,True,False,False,True,0.0
